generation, mutation, crossover, elitism, simulation, sort, stats, comm,
0, 0.000027, 0.000229, 0.000001, 0.800905, 0.000380, 0.003566, 0.000067
1, 0.000032, 0.000067, 0.000002, 0.778033, 0.000319, 0.003018, 0.000211
2, 0.000019, 0.000058, 0.000001, 0.800529, 0.000561, 0.002785, 0.000098
3, 0.000019, 0.000058, 0.000001, 0.687526, 0.000513, 0.004207, 0.000119
4, 0.000026, 0.000094, 0.000003, 0.938563, 0.000913, 0.005663, 0.000185
5, 0.000036, 0.000132, 0.000001, 0.780139, 0.000452, 0.003842, 0.000114
6, 0.000026, 0.000082, 0.000001, 0.833275, 0.000275, 0.003219, 0.000110
7, 0.000025, 0.000070, 0.000001, 0.723980, 0.000269, 0.002735, 0.000139
8, 0.000019, 0.000054, 0.000001, 0.581194, 0.000302, 0.002514, 0.000109
9, 0.000016, 0.000051, 0.000001, 0.698561, 0.000334, 0.003162, 0.000114
10, 0.000020, 0.000068, 0.000001, 0.743066, 0.000404, 0.003242, 0.000099
11, 0.000025, 0.000070, 0.000002, 0.699751, 0.000490, 0.004984, 0.000183
12, 0.000034, 0.000095, 0.000001, 0.678061, 0.000924, 0.003582, 0.000112
13, 0.000031, 0.000111, 0.000006, 0.591560, 0.000382, 0.003405, 0.000419
14, 0.000023, 0.000068, 0.000002, 0.648753, 0.000373, 0.003349, 0.000136
15, 0.000023, 0.000063, 0.000001, 0.585540, 0.000381, 0.003293, 0.000117
16, 0.000022, 0.000065, 0.000001, 0.595438, 0.000394, 0.002734, 0.000107
17, 0.000025, 0.000072, 0.000001, 0.620528, 0.000281, 0.004928, 0.000124
18, 0.000025, 0.000073, 0.000001, 0.735510, 0.000490, 0.004087, 0.000140
19, 0.000028, 0.000077, 0.000001, 0.750638, 0.000446, 0.003549, 0.000136
20, 0.000026, 0.000072, 0.000002, 0.858943, 0.000336, 0.003034, 0.000117
21, 0.000023, 0.000070, 0.000001, 0.838513, 0.000330, 0.002910, 0.000135
22, 0.000022, 0.000071, 0.000003, 0.750722, 0.000588, 0.002399, 0.000152
23, 0.000024, 0.000103, 0.000006, 0.496161, 0.000329, 0.002429, 0.000388
24, 0.000016, 0.000050, 0.000000, 0.432559, 0.000289, 0.002918, 0.000106
25, 0.000026, 0.000083, 0.000001, 0.415174, 0.000271, 0.002350, 0.000107
26, 0.000017, 0.000049, 0.000001, 0.431981, 0.000333, 0.002489, 0.000096
27, 0.000017, 0.000049, 0.000000, 0.414333, 0.000274, 0.002331, 0.000097
28, 0.000016, 0.000048, 0.000001, 0.438652, 0.000386, 0.003071, 0.000095
29, 0.000027, 0.000085, 0.000001, 0.416980, 0.000288, 0.002303, 0.000111
30, 0.000026, 0.000051, 0.000001, 0.417873, 0.000257, 0.002593, 0.000093
31, 0.000018, 0.000052, 0.000001, 0.415632, 0.000286, 0.002377, 0.000144
32, 0.000017, 0.000050, 0.000000, 0.426744, 0.000295, 0.002752, 0.000095
33, 0.000027, 0.000083, 0.000000, 0.415322, 0.000323, 0.002454, 0.000107
34, 0.000028, 0.000082, 0.000001, 0.420299, 0.000275, 0.002472, 0.000105
35, 0.000027, 0.000086, 0.000000, 0.421394, 0.000250, 0.002938, 0.000103
36, 0.000026, 0.000082, 0.000000, 0.410956, 0.000325, 0.002425, 0.000099
37, 0.000018, 0.000059, 0.000000, 0.415850, 0.000389, 0.002211, 0.000100
38, 0.000016, 0.000050, 0.000000, 0.432245, 0.000323, 0.002534, 0.000096
39, 0.000018, 0.000047, 0.000000, 0.423796, 0.000295, 0.002656, 0.000098
40, 0.000017, 0.000049, 0.000001, 0.422033, 0.000297, 0.003141, 0.000099
41, 0.000022, 0.000083, 0.000001, 0.432136, 0.000346, 0.003191, 0.000137
42, 0.000027, 0.000080, 0.000000, 0.423229, 0.000264, 0.002681, 0.000106
43, 0.000016, 0.000049, 0.000000, 0.423465, 0.000333, 0.002573, 0.000101
44, 0.000026, 0.000053, 0.000000, 0.428904, 0.000415, 0.003064, 0.000095
45, 0.000026, 0.000093, 0.000001, 0.422771, 0.000282, 0.002500, 0.000134
46, 0.000017, 0.000051, 0.000000, 0.460498, 0.000266, 0.002583, 0.000092
47, 0.000017, 0.000051, 0.000000, 0.441214, 0.000313, 0.002886, 0.000098
48, 0.000017, 0.000052, 0.000001, 0.443456, 0.000318, 0.002823, 0.000105
49, 0.000016, 0.000054, 0.000001, 0.439365, 0.000332, 0.002850, 0.000121
50, 0.000016, 0.000049, 0.000001, 0.444801, 0.000306, 0.003388, 0.000098
51, 0.000018, 0.000070, 0.000001, 0.444854, 0.000305, 0.002725, 0.000131
52, 0.000017, 0.000051, 0.000001, 0.435655, 0.000309, 0.002667, 0.000100
53, 0.000016, 0.000051, 0.000001, 0.440451, 0.000327, 0.003177, 0.000098
54, 0.000028, 0.000084, 0.000001, 0.431908, 0.000374, 0.002672, 0.000112
55, 0.000017, 0.000051, 0.000001, 0.438616, 0.000331, 0.002618, 0.000101
56, 0.000017, 0.000050, 0.000000, 0.438527, 0.000297, 0.002819, 0.000104
57, 0.000017, 0.000050, 0.000001, 0.441362, 0.000310, 0.002858, 0.000105
58, 0.000016, 0.000051, 0.000000, 0.444983, 0.000339, 0.002899, 0.000099
59, 0.000017, 0.000055, 0.000000, 0.439546, 0.000286, 0.002752, 0.000115
60, 0.000016, 0.000052, 0.000000, 0.443836, 0.000317, 0.003625, 0.000101
61, 0.000044, 0.000105, 0.000001, 0.453353, 0.000310, 0.003653, 0.000140
62, 0.000023, 0.000064, 0.000001, 0.470003, 0.000295, 0.002883, 0.000114
63, 0.000016, 0.000051, 0.000001, 0.444246, 0.000356, 0.003890, 0.000105
64, 0.000026, 0.000089, 0.000001, 0.436659, 0.000279, 0.002624, 0.000110
65, 0.000016, 0.000052, 0.000000, 0.437667, 0.000274, 0.002483, 0.000087
66, 0.000017, 0.000049, 0.000000, 0.435134, 0.000284, 0.003121, 0.000097
67, 0.000028, 0.000086, 0.000001, 0.436327, 0.000313, 0.002445, 0.000107
68, 0.000017, 0.000052, 0.000002, 0.438328, 0.000325, 0.002737, 0.000117
69, 0.000016, 0.000051, 0.000000, 0.431202, 0.000311, 0.002763, 0.000101
70, 0.000016, 0.000051, 0.000001, 0.433300, 0.000338, 0.003337, 0.000098
71, 0.000024, 0.000079, 0.000001, 0.441436, 0.000262, 0.002588, 0.000157
72, 0.000017, 0.000051, 0.000000, 0.445282, 0.000293, 0.002730, 0.000096
73, 0.000017, 0.000048, 0.000000, 0.436016, 0.000272, 0.002784, 0.000101
74, 0.000017, 0.000051, 0.000001, 0.437744, 0.000319, 0.002719, 0.000100
75, 0.000017, 0.000051, 0.000001, 0.446739, 0.000453, 0.003584, 0.000106
76, 0.000025, 0.000087, 0.000001, 0.438503, 0.000348, 0.002716, 0.000109
77, 0.000017, 0.000051, 0.000001, 0.425243, 0.000385, 0.002683, 0.000103
78, 0.000016, 0.000050, 0.000001, 0.437437, 0.000310, 0.002821, 0.000098
79, 0.000015, 0.000052, 0.000000, 0.440706, 0.000339, 0.003577, 0.000107
80, 0.000027, 0.000087, 0.000000, 0.446410, 0.000316, 0.002901, 0.000108
81, 0.000017, 0.000054, 0.000001, 0.443726, 0.000404, 0.002874, 0.000144
82, 0.000017, 0.000053, 0.000000, 0.450086, 0.000318, 0.002902, 0.000102
83, 0.000017, 0.000051, 0.000001, 0.445038, 0.000358, 0.003315, 0.000118
84, 0.000025, 0.000085, 0.000001, 0.444148, 0.000273, 0.003017, 0.000111
85, 0.000017, 0.000054, 0.000001, 0.439266, 0.000316, 0.002750, 0.000106
86, 0.000016, 0.000052, 0.000000, 0.438259, 0.000282, 0.002884, 0.000096
87, 0.000017, 0.000052, 0.000001, 0.443528, 0.000361, 0.002753, 0.000099
88, 0.000017, 0.000051, 0.000000, 0.443422, 0.000305, 0.002769, 0.000094
89, 0.000017, 0.000055, 0.000001, 0.438220, 0.000380, 0.002655, 0.000095
90, 0.000018, 0.000050, 0.000000, 0.441533, 0.000315, 0.003930, 0.000093
91, 0.000022, 0.000098, 0.000001, 0.443568, 0.000296, 0.003549, 0.000137
92, 0.000027, 0.000091, 0.000000, 0.437226, 0.000298, 0.002780, 0.000113
93, 0.000015, 0.000051, 0.000001, 0.438742, 0.000294, 0.003202, 0.000116
94, 0.000029, 0.000090, 0.000001, 0.447882, 0.000360, 0.002712, 0.000128
95, 0.000017, 0.000058, 0.000001, 0.440876, 0.000281, 0.003276, 0.000085
96, 0.000027, 0.000089, 0.000000, 0.441964, 0.000334, 0.003473, 0.000106
97, 0.000026, 0.000089, 0.000001, 0.441674, 0.000370, 0.002797, 0.000111
98, 0.000017, 0.000055, 0.000000, 0.445163, 0.000445, 0.003292, 0.000095
99, 0.000027, 0.000092, 0.000000, 0.444865, 0.000322, 0.003068, 0.000108
100, 0.000017, 0.000053, 0.000002, 0.434606, 0.000326, 0.003091, 0.000098
101, 0.000022, 0.000088, 0.000001, 0.441908, 0.000376, 0.002746, 0.000146
102, 0.000017, 0.000052, 0.000000, 0.433425, 0.000354, 0.002665, 0.000100
103, 0.000016, 0.000052, 0.000001, 0.441182, 0.000330, 0.003347, 0.000102
104, 0.000028, 0.000085, 0.000000, 0.431784, 0.000323, 0.002714, 0.000132
105, 0.000016, 0.000050, 0.000001, 0.439745, 0.000282, 0.002723, 0.000099
106, 0.000017, 0.000052, 0.000001, 0.442624, 0.000308, 0.002715, 0.000105
107, 0.000017, 0.000051, 0.000001, 0.445692, 0.000281, 0.002932, 0.000101
108, 0.000018, 0.000050, 0.000000, 0.443919, 0.000355, 0.003286, 0.000097
109, 0.000026, 0.000088, 0.000001, 0.443279, 0.000287, 0.003260, 0.000109
110, 0.000028, 0.000085, 0.000000, 0.439476, 0.000310, 0.002585, 0.000111
111, 0.000022, 0.000073, 0.000002, 0.438904, 0.000395, 0.002832, 0.000130
112, 0.000016, 0.000052, 0.000000, 0.437886, 0.000370, 0.002917, 0.000102
113, 0.000016, 0.000051, 0.000000, 0.441902, 0.000291, 0.002630, 0.000103
114, 0.000017, 0.000052, 0.000001, 0.443527, 0.000308, 0.002663, 0.000096
115, 0.000017, 0.000052, 0.000000, 0.442957, 0.000273, 0.002748, 0.000098
116, 0.000016, 0.000049, 0.000000, 0.444213, 0.000334, 0.002999, 0.000095
117, 0.000024, 0.000051, 0.000000, 0.445274, 0.000297, 0.002740, 0.000107
118, 0.000017, 0.000050, 0.000001, 0.438888, 0.000327, 0.002718, 0.000097
119, 0.000016, 0.000048, 0.000001, 0.446229, 0.000383, 0.002698, 0.000093
120, 0.000026, 0.000085, 0.000001, 0.442926, 0.000339, 0.003759, 0.000112
121, 0.000022, 0.000072, 0.000001, 0.440967, 0.000263, 0.002748, 0.000136
122, 0.000016, 0.000052, 0.000001, 0.441232, 0.000275, 0.002743, 0.000100
123, 0.000015, 0.000053, 0.000000, 0.442370, 0.000298, 0.002789, 0.000099
124, 0.000016, 0.000052, 0.000001, 0.437745, 0.000306, 0.002593, 0.000098
125, 0.000017, 0.000051, 0.000001, 0.466008, 0.000276, 0.002990, 0.000097
126, 0.000026, 0.000079, 0.000001, 0.441429, 0.000331, 0.002908, 0.000106
127, 0.000017, 0.000050, 0.000000, 0.440181, 0.000302, 0.002810, 0.000100
128, 0.000029, 0.000086, 0.000001, 0.429308, 0.000361, 0.003065, 0.000118
129, 0.000027, 0.000087, 0.000001, 0.449617, 0.000379, 0.003086, 0.000110
130, 0.000027, 0.000084, 0.000000, 0.435176, 0.000324, 0.002680, 0.000107
131, 0.000019, 0.000062, 0.000001, 0.429311, 0.000333, 0.002711, 0.000127
132, 0.000018, 0.000051, 0.000000, 0.425911, 0.000275, 0.002653, 0.000093
133, 0.000017, 0.000052, 0.000000, 0.429884, 0.000267, 0.002601, 0.000096
134, 0.000026, 0.000082, 0.000001, 0.421256, 0.000245, 0.002268, 0.000104
135, 0.000017, 0.000049, 0.000001, 0.422443, 0.000302, 0.002390, 0.000089
136, 0.000015, 0.000051, 0.000000, 0.424769, 0.000266, 0.002942, 0.000096
137, 0.000027, 0.000088, 0.000001, 0.427181, 0.000274, 0.002530, 0.000113
138, 0.000016, 0.000062, 0.000001, 0.426426, 0.000296, 0.002838, 0.000092
139, 0.000026, 0.000084, 0.000001, 0.419177, 0.000257, 0.002504, 0.000106
140, 0.000017, 0.000051, 0.000001, 0.420811, 0.000293, 0.002519, 0.000098
141, 0.000031, 0.000064, 0.000000, 0.424053, 0.000325, 0.002504, 0.000149
142, 0.000019, 0.000061, 0.000000, 0.432899, 0.000283, 0.002415, 0.000108
143, 0.000028, 0.000087, 0.000001, 0.421702, 0.000298, 0.002275, 0.000103
144, 0.000016, 0.000053, 0.000001, 0.420130, 0.000345, 0.002454, 0.000092
145, 0.000018, 0.000063, 0.000000, 0.415126, 0.000264, 0.002639, 0.000102
146, 0.000026, 0.000089, 0.000001, 0.414745, 0.000274, 0.002905, 0.000101
147, 0.000027, 0.000086, 0.000001, 0.411800, 0.000265, 0.002340, 0.000100
148, 0.000018, 0.000051, 0.000001, 0.432165, 0.000295, 0.002305, 0.000090
149, 0.000017, 0.000051, 0.000001, 0.403578, 0.000279, 0.002385, 0.000093
150, 0.000016, 0.000051, 0.000000, 0.413437, 0.000278, 0.002589, 0.000094
151, 0.000035, 0.000107, 0.000001, 0.428244, 0.000329, 0.002497, 0.000149
152, 0.000027, 0.000084, 0.000001, 0.427178, 0.000265, 0.002289, 0.000100
153, 0.000017, 0.000053, 0.000000, 0.413146, 0.000270, 0.002512, 0.000089
154, 0.000035, 0.000093, 0.000001, 0.434153, 0.000300, 0.002723, 0.000107
155, 0.000027, 0.000088, 0.000001, 0.432986, 0.000289, 0.002835, 0.000111
156, 0.000027, 0.000090, 0.000001, 0.439604, 0.000322, 0.002457, 0.000103
157, 0.000017, 0.000052, 0.000001, 0.434434, 0.000289, 0.002868, 0.000096
158, 0.000015, 0.000051, 0.000001, 0.433664, 0.000369, 0.002806, 0.000095
159, 0.000017, 0.000052, 0.000000, 0.442878, 0.000364, 0.003242, 0.000099
160, 0.000017, 0.000050, 0.000000, 0.439629, 0.000300, 0.002856, 0.000099
161, 0.000029, 0.000063, 0.000001, 0.471505, 0.000370, 0.002854, 0.000146
162, 0.000026, 0.000083, 0.000001, 0.438100, 0.000381, 0.003077, 0.000106
163, 0.000016, 0.000050, 0.000001, 0.444871, 0.000251, 0.002844, 0.000109
164, 0.000016, 0.000055, 0.000001, 0.442966, 0.000323, 0.002921, 0.000114
165, 0.000016, 0.000055, 0.000001, 0.436442, 0.000270, 0.002680, 0.000107
166, 0.000015, 0.000051, 0.000001, 0.4381